3832.115234375	6.035573E-15
3832.7353069186	6.081419E-15
3833.3553794623	6.201269E-15
3833.9754520059	6.172545E-15
3834.5955245495	5.966434E-15
3835.2155970931	6.021755E-15
3835.8356696367	6.134076E-15
3836.4557421804	6.289312E-15
3837.075814724	6.329507E-15
3837.6958872676	6.442959E-15
3838.3159598112	6.509301E-15
3838.9360323548	6.496868E-15
3839.5561048985	6.300713E-15
3840.1761774421	6.201058E-15
3840.7962499857	5.858492E-15
3841.4163225293	5.928472E-15
3842.0363950729	6.083447E-15
3842.6564676166	5.980247E-15
3843.2765401602	6.072513E-15
3843.8966127038	6.162219E-15
3844.5166852474	6.080212E-15
3845.1367577911	6.003862E-15
3845.7568303347	6.263424E-15
3846.3769028783	6.121428E-15
3846.9969754219	6.238593E-15
3847.6170479655	5.882365E-15
3848.2371205092	6.014635E-15
3848.8571930528	6.215427E-15
3849.4772655964	6.071596E-15
3850.09733814	6.156404E-15
3850.7174106836	6.113631E-15
3851.3374832273	6.130606E-15
3851.9575557709	5.851065E-15
3852.5776283145	6.030809E-15
3853.1977008581	6.304373E-15
3853.8177734017	6.097806E-15
3854.4378459454	6.006006E-15
3855.057918489	6.282661E-15
3855.6779910326	6.015363E-15
3856.2980635762	6.243132E-15
3856.9181361199	6.417045E-15
3857.5382086635	6.130431E-15
3858.1582812071	5.983494E-15
3858.7783537507	5.662157E-15
3859.3984262943	5.947162E-15
3860.018498838	5.92396E-15
3860.6385713816	6.099494E-15
3861.2586439252	6.022915E-15
3861.8787164688	5.925555E-15
3862.4987890124	6.259101E-15
3863.1188615561	5.986285E-15
3863.7389340997	5.90954E-15
3864.3590066433	5.944858E-15
3864.9790791869	6.05916E-15
3865.5991517305	5.911346E-15
3866.2192242742	5.804516E-15
3866.8392968178	5.872998E-15
3867.4593693614	5.646092E-15
3868.079441905	5.769388E-15
3868.6995144487	5.774872E-15
3869.3195869923	5.750776E-15
3869.9396595359	5.670623E-15
3870.5597320795	5.541194E-15
3871.1798046231	5.578901E-15
3871.7998771668	5.643134E-15
3872.4199497104	5.748398E-15
3873.040022254	5.565049E-15
3873.6600947976	5.673707E-15
3874.2801673412	5.661331E-15
3874.9002398849	5.42093E-15
3875.5203124285	5.700475E-15
3876.1403849721	5.762888E-15
3876.7604575157	5.554723E-15
3877.3805300593	5.72793E-15
3878.000602603	5.619995E-15
3878.6206751466	5.467174E-15
3879.2407476902	5.578869E-15
3879.8608202338	5.564631E-15
3880.4808927775	5.7642E-15
3881.1009653211	5.955099E-15
3881.7210378647	5.624013E-15
3882.3411104083	5.902107E-15
3882.9611829519	5.621651E-15
3883.5812554956	5.682753E-15
3884.2013280392	5.612268E-15
3884.8214005828	5.515732E-15
3885.4414731264	5.558932E-15
3886.06154567	5.829917E-15
3886.6816182137	5.631029E-15
3887.3016907573	5.593065E-15
3887.9217633009	5.837738E-15
3888.5418358445	5.779723E-15
3889.1619083881	5.800901E-15
3889.7819809318	5.882723E-15
3890.4020534754	5.898334E-15
3891.022126019	6.070243E-15
3891.6421985626	6.034019E-15
3892.2622711063	5.96333E-15
3892.8823436499	5.989013E-15
3893.5024161935	5.839412E-15
3894.1224887371	5.965925E-15
3894.7425612807	6.102926E-15
3895.3626338244	5.905197E-15
3895.982706368	6.012708E-15
3896.6027789116	6.067341E-15
3897.2228514552	5.679552E-15
3897.8429239988	6.090853E-15
3898.4629965425	5.928271E-15
3899.0830690861	6.051304E-15
3899.7031416297	5.789582E-15
3900.3232141733	5.972597E-15
3900.9432867169	6.05428E-15
3901.5633592606	5.660881E-15
3902.1834318042	5.675831E-15
3902.8035043478	5.622179E-15
3903.4235768914	5.698537E-15
3904.0436494351	5.713028E-15
3904.6637219787	5.569604E-15
3905.2837945223	5.718577E-15
3905.9038670659	5.793203E-15
3906.5239396095	5.992728E-15
3907.1440121532	5.750036E-15
3907.7640846968	5.863623E-15
3908.3841572404	5.80211E-15
3909.004229784	5.923722E-15
3909.6243023276	5.757878E-15
3910.2443748713	5.888143E-15
3910.8644474149	5.876083E-15
3911.4845199585	5.802758E-15
3912.1045925021	5.997972E-15
3912.7246650457	5.881042E-15
3913.3447375894	5.690858E-15
3913.964810133	5.649814E-15
3914.5848826766	5.712229E-15
3915.2049552202	5.896277E-15
3915.8250277639	5.707693E-15
3916.4451003075	5.773273E-15
3917.0651728511	5.781824E-15
3917.6852453947	5.636326E-15
3918.3053179383	5.799704E-15
3918.925390482	5.749087E-15
