	Frequency	     Lomb-Scargle Power
   4.8580667227634038E-002   1399.9532418831936     
   9.7161334455268075E-002   1320.6810319543222     
  0.14574200168290211        1059.7719949959042     
  0.19432266891053615        366.87101345194071     
  0.24290333613817019        39.273113613772530     
  0.29148400336580421        309.37950079082310     
  0.34006467059343826        331.12053145990149     
  0.38864533782107230        75.485733578480406     
  0.43722600504870635        256.10775591612645     
  0.48580667227634039        376.87764353112510     
  0.53438733950397443        369.07475996203800     
  0.58296800673160842        164.63290371822882     
  0.63154867395924252        156.90951198756457     
  0.68012934118687651        431.93893620303083     
  0.72871000841451061        286.31607262608634     
  0.77729067564214460        25.628160745198535     
  0.82587134286977859        535.28904350564994     
  0.87445201009741269        1051.9001400931265     
  0.92303267732504668        1118.1285934239531     
  0.97161334455268078        630.07827049426282     
   1.0201940117803148        154.96146868533009     
   1.0687746790079489        1060.1912523780500     
   1.1173553462355830        1179.4151148700155     
   1.1659360134632168        821.64707524513813     
   1.2145166806908509        141.68477679509056     
   1.2630973479184850        71.089094423805108     
   1.3116780151461189        247.52668803115841     
   1.3602586823737530        164.55182234514820     
   1.4088393496013871        52.019648573469695     
   1.4574200168290212        269.67163597646038     
   1.5060006840566551        333.92837385451276     
   1.5545813512842892        244.90589172127164     
   1.6031620185119233        68.337517368301164     
   1.6517426857395572        195.42550513839447     
   1.7003233529671913        347.93303524976329     
   1.7489040201948254        164.30965106459442     
   1.7974846874224595        51.768646197494057     
   1.8460653546500934        464.79915717944237     
   1.8946460218777275        784.81944265447476     
   1.9432266891053616        606.62261700269937     
   1.9918073563329954        81.152421384049518     
   2.0403880235606295        157.43910590163486     
   2.0889686907882634        621.54999808196260     
   2.1375493580158977        719.52633814853834     
   2.1861300252435316        351.61312664210101     
   2.2347106924711659        26.290350239526997     
   2.2832913596987998        77.197589091027766     
   2.3318720269264337        133.24069042220643     
   2.3804526941540680        38.792624198731808     
   2.4290333613817019        54.204357495928107     
   2.4776140286093358        225.61016830690610     
   2.5261946958369701        270.27686734742258     
   2.5747753630646040        107.99838679123782     
   2.6233560302922379        29.678682150580656     
   2.6719366975198722        146.98532688069218     
   2.7205173647475061        179.17753387937614     
   2.7690980319751399        57.122741698803075     
   2.8176786992027743        73.982742596013239     
